entry,at,order
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:09:35.245Z,166174257524504
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (49.50) | #6 ""DonkeyKing @ j5UIC5xTp0"" (313.99)",2022-08-29T03:09:35.245Z,166174257524501
"-- starting hand #344  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:09:35.245Z,166174257524500
"-- ending hand #343 --",2022-08-29T03:09:32.243Z,166174257224302
"""DonkeyKing @ j5UIC5xTp0"" collected 1.00 from pot",2022-08-29T03:09:32.243Z,166174257224301
"Uncalled bet of 0.75 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:09:32.243Z,166174257224300
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:09:31.364Z,166174257136400
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:09:30.152Z,166174257015200
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:09:28.246Z,166174256824605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:09:28.246Z,166174256824604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (313.49)",2022-08-29T03:09:28.246Z,166174256824601
"-- starting hand #343  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:09:28.246Z,166174256824600
"-- ending hand #342 --",2022-08-29T03:09:25.330Z,166174256533002
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T03:09:25.330Z,166174256533001
"Uncalled bet of 4.00 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:09:25.330Z,166174256533000
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:09:24.497Z,166174256449700
"""DonkeyKing @ j5UIC5xTp0"" raises to 5.25",2022-08-29T03:09:20.650Z,166174256065000
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T03:09:16.444Z,166174255644400
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:09:14.130Z,166174255413005
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:09:14.130Z,166174255413004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (51.25) | #6 ""DonkeyKing @ j5UIC5xTp0"" (312.24)",2022-08-29T03:09:14.130Z,166174255413001
"-- starting hand #342  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:09:14.130Z,166174255413000
"-- ending hand #341 --",2022-08-29T03:09:11.154Z,166174255115402
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T03:09:11.154Z,166174255115401
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T03:09:11.154Z,166174255115400
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T03:09:10.308Z,166174255030800
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:09:08.928Z,166174254892805
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:09:08.928Z,166174254892804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (51.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (312.49)",2022-08-29T03:09:08.928Z,166174254892801
"-- starting hand #341  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:09:08.928Z,166174254892800
"-- ending hand #340 --",2022-08-29T03:09:06.019Z,166174254601902
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T03:09:06.019Z,166174254601901
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:09:06.019Z,166174254601900
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:09:05.148Z,166174254514800
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:09:04.122Z,166174254412205
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:09:04.122Z,166174254412204
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (51.25) | #6 ""DonkeyKing @ j5UIC5xTp0"" (312.24)",2022-08-29T03:09:04.122Z,166174254412201
"-- starting hand #340  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:09:04.122Z,166174254412200
"-- ending hand #339 --",2022-08-29T03:09:01.123Z,166174254112302
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T03:09:01.123Z,166174254112301
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T03:09:01.123Z,166174254112300
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T03:09:00.301Z,166174254030100
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:08:58.919Z,166174253891905
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:08:58.919Z,166174253891904
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (51.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (312.49)",2022-08-29T03:08:58.919Z,166174253891901
"-- starting hand #339  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:08:58.919Z,166174253891900
"-- ending hand #338 --",2022-08-29T03:08:55.919Z,166174253591902
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T03:08:55.919Z,166174253591901
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:08:55.919Z,166174253591900
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:08:55.091Z,166174253509100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:08:54.130Z,166174253413005
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:08:54.130Z,166174253413004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (51.25) | #6 ""DonkeyKing @ j5UIC5xTp0"" (312.24)",2022-08-29T03:08:54.130Z,166174253413001
"-- starting hand #338  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:08:54.130Z,166174253413000
"-- ending hand #337 --",2022-08-29T03:08:51.207Z,166174253120702
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot",2022-08-29T03:08:51.207Z,166174253120701
"Uncalled bet of 3.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T03:08:51.207Z,166174253120700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T03:08:50.314Z,166174253031400
"""onlycallz @ xj3nLBqQ53"" raises to 5.00",2022-08-29T03:08:48.707Z,166174252870700
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:08:45.926Z,166174252592600
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:08:40.715Z,166174252071506
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:08:40.715Z,166174252071505
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (313.49)",2022-08-29T03:08:40.715Z,166174252071502
"-- starting hand #337  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:08:40.715Z,166174252071501
"The admin updated the player ""onlycallz @ xj3nLBqQ53"" stack from 22.93 to 50.00.",2022-08-29T03:08:40.715Z,166174252071500
"WARNING: the admin queued the stack change for the player ""onlycallz @ xj3nLBqQ53"" reseting to 50.00 chips in the next hand.",2022-08-29T03:08:33.195Z,166174251319500
"-- ending hand #336 --",2022-08-29T03:08:21.297Z,166174250129703
"""onlycallz @ xj3nLBqQ53"" shows a 9♦, 8♠.",2022-08-29T03:08:21.297Z,166174250129702
"""DonkeyKing @ j5UIC5xTp0"" collected 53.70 from pot with Three of a Kind, Q's (combination: Q♦, Q♥, Q♠, A♣, K♠)",2022-08-29T03:08:21.297Z,166174250129701
"""DonkeyKing @ j5UIC5xTp0"" shows a A♣, K♠.",2022-08-29T03:08:21.297Z,166174250129700
"""DonkeyKing @ j5UIC5xTp0"" calls 15.00",2022-08-29T03:08:20.477Z,166174250047700
"""onlycallz @ xj3nLBqQ53"" bets 15.00",2022-08-29T03:07:48.078Z,166174246807800
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:07:29.301Z,166174244930100
"River: 6♥, 7♠, Q♦, Q♥ [Q♠]",2022-08-29T03:07:17.858Z,166174243785800
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:07:16.996Z,166174243699600
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:07:05.925Z,166174242592500
"Turn: 6♥, 7♠, Q♦ [Q♥]",2022-08-29T03:07:02.156Z,166174242215600
"""DonkeyKing @ j5UIC5xTp0"" calls 6.60",2022-08-29T03:07:01.277Z,166174242127700
"""onlycallz @ xj3nLBqQ53"" bets 6.60",2022-08-29T03:06:53.990Z,166174241399000
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:06:44.093Z,166174240409300
"Flop:  [6♥, 7♠, Q♦]",2022-08-29T03:06:38.837Z,166174239883700
"""onlycallz @ xj3nLBqQ53"" calls 5.25",2022-08-29T03:06:38.024Z,166174239802400
"""DonkeyKing @ j5UIC5xTp0"" raises to 5.25",2022-08-29T03:06:32.417Z,166174239241700
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T03:06:28.995Z,166174238899500
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:06:26.732Z,166174238673205
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:06:26.732Z,166174238673204
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (49.78) | #6 ""DonkeyKing @ j5UIC5xTp0"" (286.64)",2022-08-29T03:06:26.732Z,166174238673201
"-- starting hand #336  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:06:26.732Z,166174238673200
"-- ending hand #335 --",2022-08-29T03:06:23.732Z,166174238373202
"""DonkeyKing @ j5UIC5xTp0"" collected 1.00 from pot",2022-08-29T03:06:23.732Z,166174238373201
"Uncalled bet of 0.75 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:06:23.732Z,166174238373200
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:06:22.881Z,166174238288100
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:06:21.885Z,166174238188500
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:06:19.627Z,166174237962705
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:06:19.627Z,166174237962704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.28) | #6 ""DonkeyKing @ j5UIC5xTp0"" (286.14)",2022-08-29T03:06:19.627Z,166174237962701
"-- starting hand #335  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:06:19.627Z,166174237962700
"-- ending hand #334 --",2022-08-29T03:06:16.527Z,166174237652702
"""DonkeyKing @ j5UIC5xTp0"" collected 6.14 from pot with Two Pair, 9's & 8's (combination: 9♠, 9♣, 8♥, 8♣, K♠)",2022-08-29T03:06:16.527Z,166174237652701
"""DonkeyKing @ j5UIC5xTp0"" shows a 9♠, 6♥.",2022-08-29T03:06:16.527Z,166174237652700
"""onlycallz @ xj3nLBqQ53"" calls 0.50",2022-08-29T03:06:15.656Z,166174237565600
"""DonkeyKing @ j5UIC5xTp0"" bets 0.50",2022-08-29T03:06:12.782Z,166174237278200
"River: K♠, 9♣, 2♥, 8♥ [8♣]",2022-08-29T03:06:08.724Z,166174236872400
"""onlycallz @ xj3nLBqQ53"" calls 1.32",2022-08-29T03:06:07.859Z,166174236785900
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.32",2022-08-29T03:06:00.882Z,166174236088200
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T03:05:58.070Z,166174235807000
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:05:52.593Z,166174235259300
"Turn: K♠, 9♣, 2♥ [8♥]",2022-08-29T03:05:51.311Z,166174235131100
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:05:50.440Z,166174235044000
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:05:46.059Z,166174234605900
"Flop:  [K♠, 9♣, 2♥]",2022-08-29T03:05:44.607Z,166174234460700
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T03:05:43.734Z,166174234373400
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T03:05:41.844Z,166174234184400
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:05:38.101Z,166174233810105
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:05:38.101Z,166174233810104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (53.35) | #6 ""DonkeyKing @ j5UIC5xTp0"" (283.07)",2022-08-29T03:05:38.101Z,166174233810101
"-- starting hand #334  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:05:38.101Z,166174233810100
"-- ending hand #333 --",2022-08-29T03:05:35.004Z,166174233500402
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot with Pair, 4's (combination: 4♣, 4♥, 10♦, 9♠, 6♥)",2022-08-29T03:05:35.004Z,166174233500401
"""onlycallz @ xj3nLBqQ53"" shows a 4♣, 2♣.",2022-08-29T03:05:35.004Z,166174233500400
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:05:34.134Z,166174233413400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:05:32.592Z,166174233259200
"River: 10♦, 4♥, 5♦, 9♠ [6♥]",2022-08-29T03:05:29.194Z,166174232919400
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:05:28.290Z,166174232829000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:05:18.946Z,166174231894600
"Turn: 10♦, 4♥, 5♦ [9♠]",2022-08-29T03:05:16.992Z,166174231699200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:05:16.113Z,166174231611300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:05:14.408Z,166174231440800
"Flop:  [10♦, 4♥, 5♦]",2022-08-29T03:05:11.881Z,166174231188100
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T03:05:11.020Z,166174231102000
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:05:09.352Z,166174230935200
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:05:06.388Z,166174230638805
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:05:06.388Z,166174230638804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (52.10) | #6 ""DonkeyKing @ j5UIC5xTp0"" (284.32)",2022-08-29T03:05:06.388Z,166174230638801
"-- starting hand #333  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:05:06.388Z,166174230638800
"-- ending hand #332 --",2022-08-29T03:05:03.286Z,166174230328602
"""DonkeyKing @ j5UIC5xTp0"" collected 44.74 from pot with Three of a Kind, J's (combination: J♥, J♦, J♣, 6♥, 5♥)",2022-08-29T03:05:03.286Z,166174230328601
"""DonkeyKing @ j5UIC5xTp0"" shows a J♥, 3♣.",2022-08-29T03:05:03.286Z,166174230328600
"""onlycallz @ xj3nLBqQ53"" calls 13.42",2022-08-29T03:05:02.398Z,166174230239800
"""DonkeyKing @ j5UIC5xTp0"" bets 13.42",2022-08-29T03:04:58.275Z,166174229827500
"River: J♦, J♣, 6♥, 2♣ [5♥]",2022-08-29T03:04:43.179Z,166174228317900
"""onlycallz @ xj3nLBqQ53"" calls 7.04",2022-08-29T03:04:42.330Z,166174228233000
"""DonkeyKing @ j5UIC5xTp0"" raises to 7.04",2022-08-29T03:04:30.873Z,166174227087300
"""onlycallz @ xj3nLBqQ53"" bets 2.52",2022-08-29T03:04:18.701Z,166174225870100
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:04:04.855Z,166174224485500
"Turn: J♦, J♣, 6♥ [2♣]",2022-08-29T03:03:59.999Z,166174223999900
"""DonkeyKing @ j5UIC5xTp0"" calls 0.66",2022-08-29T03:03:59.179Z,166174223917900
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T03:03:55.483Z,166174223548300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:03:52.142Z,166174223214200
"Flop:  [J♦, J♣, 6♥]",2022-08-29T03:03:49.594Z,166174222959400
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T03:03:48.756Z,166174222875600
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T03:03:46.230Z,166174222623000
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:03:43.365Z,166174222336505
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:03:43.365Z,166174222336504
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (74.47) | #6 ""DonkeyKing @ j5UIC5xTp0"" (261.95)",2022-08-29T03:03:43.365Z,166174222336501
"-- starting hand #332  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:03:43.365Z,166174222336500
"-- ending hand #331 --",2022-08-29T03:03:40.331Z,166174222033102
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T03:03:40.331Z,166174222033101
"Uncalled bet of 1.87 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:03:40.331Z,166174222033100
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:03:39.398Z,166174221939800
"""DonkeyKing @ j5UIC5xTp0"" bets 1.87",2022-08-29T03:03:38.108Z,166174221810800
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:03:34.426Z,166174221442600
"Turn: 7♦, Q♦, 3♥ [2♣]",2022-08-29T03:03:31.530Z,166174221153000
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:03:30.641Z,166174221064100
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:03:25.655Z,166174220565500
"Flop:  [7♦, Q♦, 3♥]",2022-08-29T03:03:24.181Z,166174220418100
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T03:03:23.376Z,166174220337600
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:03:20.117Z,166174220011700
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:03:17.724Z,166174219772405
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:03:17.724Z,166174219772404
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (75.72) | #6 ""DonkeyKing @ j5UIC5xTp0"" (260.70)",2022-08-29T03:03:17.724Z,166174219772401
"-- starting hand #331  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:03:17.724Z,166174219772400
"-- ending hand #330 --",2022-08-29T03:03:14.732Z,166174219473202
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T03:03:14.732Z,166174219473201
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T03:03:14.732Z,166174219473200
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T03:03:13.910Z,166174219391000
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T03:03:12.822Z,166174219282200
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:03:10.529Z,166174219052905
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:03:10.529Z,166174219052904
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (75.22) | #6 ""DonkeyKing @ j5UIC5xTp0"" (261.20)",2022-08-29T03:03:10.529Z,166174219052901
"-- starting hand #330  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:03:10.529Z,166174219052900
"-- ending hand #329 --",2022-08-29T03:03:07.526Z,166174218752602
"""DonkeyKing @ j5UIC5xTp0"" collected 1.00 from pot",2022-08-29T03:03:07.526Z,166174218752601
"Uncalled bet of 0.75 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:03:07.526Z,166174218752600
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:03:06.686Z,166174218668600
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:03:05.736Z,166174218573600
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:03:02.119Z,166174218211905
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:03:02.119Z,166174218211904
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (75.72) | #6 ""DonkeyKing @ j5UIC5xTp0"" (260.70)",2022-08-29T03:03:02.119Z,166174218211901
"-- starting hand #329  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:03:02.119Z,166174218211900
"-- ending hand #328 --",2022-08-29T03:02:59.116Z,166174217911602
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T03:02:59.116Z,166174217911601
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:02:59.116Z,166174217911600
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:02:58.213Z,166174217821300
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:02:56.946Z,166174217694605
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:02:56.946Z,166174217694604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (75.97) | #6 ""DonkeyKing @ j5UIC5xTp0"" (260.45)",2022-08-29T03:02:56.946Z,166174217694601
"-- starting hand #328  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:02:56.946Z,166174217694600
"-- ending hand #327 --",2022-08-29T03:02:53.921Z,166174217392102
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot with Pair, J's (combination: J♣, J♦, K♠, Q♦, 5♦)",2022-08-29T03:02:53.921Z,166174217392101
"""onlycallz @ xj3nLBqQ53"" shows a 5♦, J♣.",2022-08-29T03:02:53.921Z,166174217392100
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:02:52.987Z,166174217298700
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:02:51.834Z,166174217183400
"River: 4♦, J♦, Q♦, 2♥ [K♠]",2022-08-29T03:02:49.319Z,166174216931900
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:02:48.503Z,166174216850300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:02:44.916Z,166174216491600
"Turn: 4♦, J♦, Q♦ [2♥]",2022-08-29T03:02:42.309Z,166174216230900
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:02:41.443Z,166174216144300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:02:30.554Z,166174215055400
"Flop:  [4♦, J♦, Q♦]",2022-08-29T03:02:28.470Z,166174214847000
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T03:02:27.551Z,166174214755100
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T03:02:24.146Z,166174214414600
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T03:02:21.869Z,166174214186905
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T03:02:21.869Z,166174214186904
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (74.72) | #6 ""DonkeyKing @ j5UIC5xTp0"" (261.70)",2022-08-29T03:02:21.869Z,166174214186901
"-- starting hand #327  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T03:02:21.869Z,166174214186900
"-- ending hand #326 --",2022-08-29T03:02:18.909Z,166174213890902
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T03:02:18.909Z,166174213890901
"Uncalled bet of 5.00 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T03:02:18.909Z,166174213890900
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T03:02:18.092Z,166174213809200
"""DonkeyKing @ j5UIC5xTp0"" bets 5.00",2022-08-29T03:02:16.778Z,166174213677800
"Turn: J♥, 10♥, 2♣ [5♣]",2022-08-29T03:02:06.499Z,166174212649900
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T03:02:05.696Z,166174212569600
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T03:02:02.595Z,166174212259500
"Flop:  [J♥, 10♥, 2♣]",2022-08-29T03:02:00.844Z,166174212084400
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T03:01:59.975Z,166174211997500
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T03:01:58.659Z,166174211865900
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T03:01:55.688Z,166174211568805
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T03:01:55.688Z,166174211568804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (75.97) | #6 ""DonkeyKing @ j5UIC5xTp0"" (260.45)",2022-08-29T03:01:55.688Z,166174211568801
"-- starting hand #326  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T03:01:55.688Z,166174211568800
"-- ending hand #325 --",2022-08-29T03:01:52.632Z,166174211263202
