entry,at,order
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (76.76) | #6 ""DonkeyKing @ j5UIC5xTp0"" (259.66)",2022-08-29T02:45:43.296Z,166174114329601
"-- starting hand #279  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:45:43.296Z,166174114329600
"-- ending hand #278 --",2022-08-29T02:45:40.299Z,166174114029902
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot",2022-08-29T02:45:40.299Z,166174114029901
"Uncalled bet of 0.66 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:45:40.299Z,166174114029900
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:45:39.439Z,166174113943900
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T02:45:35.651Z,166174113565100
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:45:32.915Z,166174113291500
"Flop:  [K♠, 2♥, 9♦]",2022-08-29T02:45:29.983Z,166174112998300
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:45:29.115Z,166174112911500
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:45:27.633Z,166174112763300
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:45:24.783Z,166174112478305
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:45:24.783Z,166174112478304
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (75.51) | #6 ""DonkeyKing @ j5UIC5xTp0"" (260.91)",2022-08-29T02:45:24.783Z,166174112478301
"-- starting hand #278  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:45:24.783Z,166174112478300
"-- ending hand #277 --",2022-08-29T02:45:21.691Z,166174112169102
"""onlycallz @ xj3nLBqQ53"" collected 25.52 from pot with Straight, 7 High (combination: 7♥, 6♦, 5♠, 4♥, 3♦)",2022-08-29T02:45:21.691Z,166174112169101
"""onlycallz @ xj3nLBqQ53"" shows a 5♠, 7♥.",2022-08-29T02:45:21.691Z,166174112169100
"""DonkeyKing @ j5UIC5xTp0"" calls 7.26",2022-08-29T02:45:20.790Z,166174112079000
"""onlycallz @ xj3nLBqQ53"" bets 7.26",2022-08-29T02:45:14.595Z,166174111459500
"River: 3♦, 6♦, Q♣, 4♥ [Q♠]",2022-08-29T02:45:01.483Z,166174110148300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:45:00.635Z,166174110063500
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:44:53.709Z,166174109370900
"Turn: 3♦, 6♦, Q♣ [4♥]",2022-08-29T02:44:47.347Z,166174108734700
"""DonkeyKing @ j5UIC5xTp0"" calls 4.25",2022-08-29T02:44:46.495Z,166174108649500
"""onlycallz @ xj3nLBqQ53"" raises to 4.25",2022-08-29T02:44:40.624Z,166174108062400
"""DonkeyKing @ j5UIC5xTp0"" bets 1.00",2022-08-29T02:44:32.730Z,166174107273000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:44:29.994Z,166174106999400
"Flop:  [3♦, 6♦, Q♣]",2022-08-29T02:44:27.534Z,166174106753400
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:44:26.674Z,166174106667400
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:44:23.590Z,166174106359000
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:44:21.466Z,166174106146605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:44:21.466Z,166174106146604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (62.75) | #6 ""DonkeyKing @ j5UIC5xTp0"" (273.67)",2022-08-29T02:44:21.466Z,166174106146601
"-- starting hand #277  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:44:21.466Z,166174106146600
"-- ending hand #276 --",2022-08-29T02:44:18.536Z,166174105853602
"""onlycallz @ xj3nLBqQ53"" collected 15.28 from pot",2022-08-29T02:44:18.536Z,166174105853601
"Uncalled bet of 47.47 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:44:18.536Z,166174105853600
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:44:17.719Z,166174105771900
"""onlycallz @ xj3nLBqQ53"" bets 47.47 and go all in",2022-08-29T02:43:38.316Z,166174101831600
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:43:28.253Z,166174100825300
"River: K♦, 7♠, 2♦, Q♠ [4♥]",2022-08-29T02:43:23.812Z,166174100381200
"""DonkeyKing @ j5UIC5xTp0"" calls 5.73",2022-08-29T02:43:22.946Z,166174100294600
"""onlycallz @ xj3nLBqQ53"" bets 5.73",2022-08-29T02:43:12.154Z,166174099215400
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:42:59.865Z,166174097986500
"Turn: K♦, 7♠, 2♦ [Q♠]",2022-08-29T02:42:58.596Z,166174097859600
"""DonkeyKing @ j5UIC5xTp0"" calls 0.66",2022-08-29T02:42:57.740Z,166174097774000
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T02:42:55.944Z,166174097594400
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:42:52.248Z,166174097224800
"Flop:  [K♦, 7♠, 2♦]",2022-08-29T02:42:50.219Z,166174097021900
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:42:49.353Z,166174096935300
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:42:47.231Z,166174096723100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:42:44.785Z,166174096478505
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:42:44.785Z,166174096478504
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (55.11) | #6 ""DonkeyKing @ j5UIC5xTp0"" (281.31)",2022-08-29T02:42:44.785Z,166174096478501
"-- starting hand #276  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:42:44.785Z,166174096478500
"-- ending hand #275 --",2022-08-29T02:42:41.875Z,166174096187502
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot",2022-08-29T02:42:41.875Z,166174096187501
"Uncalled bet of 3.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:42:41.875Z,166174096187500
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:42:41.050Z,166174096105000
"""onlycallz @ xj3nLBqQ53"" raises to 5.00",2022-08-29T02:42:39.006Z,166174095900600
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:42:35.761Z,166174095576100
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:42:32.374Z,166174095237405
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:42:32.374Z,166174095237404
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (53.86) | #6 ""DonkeyKing @ j5UIC5xTp0"" (282.56)",2022-08-29T02:42:32.374Z,166174095237401
"-- starting hand #275  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:42:32.374Z,166174095237400
"-- ending hand #274 --",2022-08-29T02:42:29.260Z,166174094926002
"""DonkeyKing @ j5UIC5xTp0"" collected 16.24 from pot with Straight, 9 High (combination: 9♥, 8♠, 7♣, 6♦, 5♦)",2022-08-29T02:42:29.260Z,166174094926001
"""DonkeyKing @ j5UIC5xTp0"" shows a 9♥, A♠.",2022-08-29T02:42:29.260Z,166174094926000
"""onlycallz @ xj3nLBqQ53"" calls 5.62",2022-08-29T02:42:28.394Z,166174094839400
"""DonkeyKing @ j5UIC5xTp0"" raises to 5.62",2022-08-29T02:42:26.035Z,166174094603500
"""onlycallz @ xj3nLBqQ53"" bets 1.75",2022-08-29T02:42:10.171Z,166174093017100
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:41:58.509Z,166174091850900
"River: 5♦, 6♦, 7♣, 8♠ [6♥]",2022-08-29T02:41:53.231Z,166174091323100
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:41:52.370Z,166174091237000
"""DonkeyKing @ j5UIC5xTp0"" bets 1.25",2022-08-29T02:41:46.943Z,166174090694300
"Turn: 5♦, 6♦, 7♣ [8♠]",2022-08-29T02:41:42.500Z,166174090250000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:41:41.690Z,166174090169000
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:41:37.129Z,166174089712900
"Flop:  [5♦, 6♦, 7♣]",2022-08-29T02:41:35.089Z,166174089508900
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:41:34.223Z,166174089422300
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:41:31.245Z,166174089124500
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:41:29.007Z,166174088900705
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:41:29.007Z,166174088900704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (61.98) | #6 ""DonkeyKing @ j5UIC5xTp0"" (274.44)",2022-08-29T02:41:29.007Z,166174088900701
"-- starting hand #274  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:41:29.007Z,166174088900700
"-- ending hand #273 --",2022-08-29T02:41:26.086Z,166174088608602
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T02:41:26.086Z,166174088608601
"Uncalled bet of 7.00 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:41:26.086Z,166174088608600
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:41:25.207Z,166174088520700
"""DonkeyKing @ j5UIC5xTp0"" bets 7.00",2022-08-29T02:41:21.042Z,166174088104200
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:41:10.373Z,166174087037300
"Turn: K♥, 9♣, 6♣ [7♥]",2022-08-29T02:41:04.791Z,166174086479100
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:41:03.922Z,166174086392200
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:40:57.938Z,166174085793800
"Flop:  [K♥, 9♣, 6♣]",2022-08-29T02:40:56.587Z,166174085658700
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:40:55.693Z,166174085569300
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:40:53.038Z,166174085303800
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:40:46.182Z,166174084618205
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:40:46.182Z,166174084618204
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (63.23) | #6 ""DonkeyKing @ j5UIC5xTp0"" (273.19)",2022-08-29T02:40:46.182Z,166174084618201
"-- starting hand #273  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:40:46.182Z,166174084618200
"-- ending hand #272 --",2022-08-29T02:40:43.071Z,166174084307102
"""DonkeyKing @ j5UIC5xTp0"" collected 9.54 from pot with Two Pair, 10's & 5's (combination: 10♦, 10♣, 5♣, 5♠, J♣)",2022-08-29T02:40:43.071Z,166174084307101
"""DonkeyKing @ j5UIC5xTp0"" shows a J♣, 5♣.",2022-08-29T02:40:43.071Z,166174084307100
"""onlycallz @ xj3nLBqQ53"" calls 2.86",2022-08-29T02:40:42.192Z,166174084219200
"""DonkeyKing @ j5UIC5xTp0"" bets 2.86",2022-08-29T02:40:36.146Z,166174083614600
"River: 5♠, 10♦, 10♣, 8♠ [7♦]",2022-08-29T02:40:29.383Z,166174082938300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:40:28.563Z,166174082856300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:40:23.143Z,166174082314300
"Turn: 5♠, 10♦, 10♣ [8♠]",2022-08-29T02:40:21.363Z,166174082136300
"""DonkeyKing @ j5UIC5xTp0"" calls 0.66",2022-08-29T02:40:20.473Z,166174082047300
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T02:40:14.772Z,166174081477200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:40:11.570Z,166174081157000
"Flop:  [5♠, 10♦, 10♣]",2022-08-29T02:40:09.759Z,166174080975900
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:40:08.853Z,166174080885300
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:40:07.370Z,166174080737000
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:40:04.848Z,166174080484805
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:40:04.848Z,166174080484804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (68.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (268.42)",2022-08-29T02:40:04.848Z,166174080484801
"-- starting hand #272  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:40:04.848Z,166174080484800
"-- ending hand #271 --",2022-08-29T02:40:01.854Z,166174080185402
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T02:40:01.854Z,166174080185401
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:40:01.854Z,166174080185400
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:40:00.987Z,166174080098700
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:39:49.846Z,166174078984605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:39:49.846Z,166174078984604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (67.75) | #6 ""DonkeyKing @ j5UIC5xTp0"" (268.67)",2022-08-29T02:39:49.846Z,166174078984601
"-- starting hand #271  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:39:49.846Z,166174078984600
"-- ending hand #270 --",2022-08-29T02:39:46.912Z,166174078691202
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T02:39:46.912Z,166174078691201
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:39:46.912Z,166174078691200
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:39:46.067Z,166174078606700
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:39:43.441Z,166174078344105
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:39:43.441Z,166174078344104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (68.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (268.42)",2022-08-29T02:39:43.441Z,166174078344101
"-- starting hand #270  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:39:43.441Z,166174078344100
"""DonkeyKing @ j5UIC5xTp0"" shows a 6♠, 7♦.",2022-08-29T02:39:40.336Z,166174078033600
"-- ending hand #269 --",2022-08-29T02:39:39.837Z,166174077983702
"""onlycallz @ xj3nLBqQ53"" collected 36.00 from pot",2022-08-29T02:39:39.837Z,166174077983701
"Uncalled bet of 32.00 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:39:39.837Z,166174077983700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:39:38.914Z,166174077891400
"""onlycallz @ xj3nLBqQ53"" raises to 42.80 and go all in",2022-08-29T02:38:31.107Z,166174071110700
"""DonkeyKing @ j5UIC5xTp0"" bets 10.80",2022-08-29T02:38:07.274Z,166174068727400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:37:58.957Z,166174067895700
"River: K♥, 9♦, 8♥, 5♠ [3♥]",2022-08-29T02:37:56.573Z,166174067657300
"""onlycallz @ xj3nLBqQ53"" calls 5.95",2022-08-29T02:37:55.667Z,166174067566700
"""DonkeyKing @ j5UIC5xTp0"" raises to 5.95",2022-08-29T02:37:46.704Z,166174066670400
"""onlycallz @ xj3nLBqQ53"" bets 1.83",2022-08-29T02:37:36.439Z,166174065643900
"Turn: K♥, 9♦, 8♥ [5♠]",2022-08-29T02:37:30.753Z,166174065075300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:37:29.896Z,166174064989600
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:37:27.592Z,166174064759200
"Flop:  [K♥, 9♦, 8♥]",2022-08-29T02:37:26.030Z,166174064603000
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:37:25.219Z,166174064521900
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:37:21.880Z,166174064188000
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:37:18.724Z,166174063872406
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:37:18.724Z,166174063872405
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (50.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (286.42)",2022-08-29T02:37:18.724Z,166174063872402
"-- starting hand #269  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:37:18.724Z,166174063872401
"The admin updated the player ""onlycallz @ xj3nLBqQ53"" stack from 36.23 to 50.00.",2022-08-29T02:37:18.724Z,166174063872400
"WARNING: the admin queued the stack change for the player ""onlycallz @ xj3nLBqQ53"" reseting to 50.00 chips in the next hand.",2022-08-29T02:37:11.562Z,166174063156200
"-- ending hand #268 --",2022-08-29T02:37:02.016Z,166174062201602
"""DonkeyKing @ j5UIC5xTp0"" collected 16.50 from pot with Two Pair, 8's & 6's (combination: 8♠, 8♣, 6♥, 6♦, 10♠)",2022-08-29T02:37:02.016Z,166174062201601
"""DonkeyKing @ j5UIC5xTp0"" shows a 5♥, 6♥.",2022-08-29T02:37:02.016Z,166174062201600
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:37:01.145Z,166174062114500
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:36:55.043Z,166174061504300
"River: 6♦, 8♠, 8♣, 10♠ [3♣]",2022-08-29T02:36:40.697Z,166174060069700
"""onlycallz @ xj3nLBqQ53"" calls 3.00",2022-08-29T02:36:39.852Z,166174059985200
"""DonkeyKing @ j5UIC5xTp0"" bets 3.00",2022-08-29T02:36:29.078Z,166174058907800
"Turn: 6♦, 8♠, 8♣ [10♠]",2022-08-29T02:36:18.385Z,166174057838500
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:36:17.523Z,166174057752300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:36:07.751Z,166174056775100
"Flop:  [6♦, 8♠, 8♣]",2022-08-29T02:36:02.175Z,166174056217500
"""onlycallz @ xj3nLBqQ53"" calls 5.25",2022-08-29T02:36:01.300Z,166174056130000
"""DonkeyKing @ j5UIC5xTp0"" raises to 5.25",2022-08-29T02:35:54.239Z,166174055423900
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:35:46.988Z,166174054698800
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:35:44.454Z,166174054445405
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:35:44.454Z,166174054445404
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (44.48) | #6 ""DonkeyKing @ j5UIC5xTp0"" (278.17)",2022-08-29T02:35:44.454Z,166174054445401
"-- starting hand #268  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:35:44.454Z,166174054445400
"-- ending hand #267 --",2022-08-29T02:35:41.455Z,166174054145502
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T02:35:41.455Z,166174054145501
"Uncalled bet of 2.50 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:35:41.455Z,166174054145500
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:35:40.645Z,166174054064500
"""DonkeyKing @ j5UIC5xTp0"" bets 2.50",2022-08-29T02:35:37.997Z,166174053799700
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:35:33.608Z,166174053360800
"Turn: Q♦, 4♣, K♦ [J♣]",2022-08-29T02:35:30.955Z,166174053095500
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:35:30.143Z,166174053014300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:35:24.105Z,166174052410500
"Flop:  [Q♦, 4♣, K♦]",2022-08-29T02:35:22.545Z,166174052254500
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T02:35:21.695Z,166174052169500
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:35:18.463Z,166174051846300
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:35:16.026Z,166174051602605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:35:16.026Z,166174051602604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (45.73) | #6 ""DonkeyKing @ j5UIC5xTp0"" (276.92)",2022-08-29T02:35:16.026Z,166174051602601
"-- starting hand #267  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:35:16.026Z,166174051602600
"-- ending hand #266 --",2022-08-29T02:35:12.938Z,166174051293802
"""onlycallz @ xj3nLBqQ53"" collected 9.46 from pot with Two Pair, J's & 8's (combination: J♠, J♥, 8♦, 8♠, K♥)",2022-08-29T02:35:12.938Z,166174051293801
"""onlycallz @ xj3nLBqQ53"" shows a K♥, J♠.",2022-08-29T02:35:12.938Z,166174051293800
"""DonkeyKing @ j5UIC5xTp0"" calls 2.82",2022-08-29T02:35:12.052Z,166174051205200
"""onlycallz @ xj3nLBqQ53"" bets 2.82",2022-08-29T02:35:01.817Z,166174050181700
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:34:53.453Z,166174049345300
"River: 6♣, J♥, 5♥, 8♦ [8♠]",2022-08-29T02:34:50.924Z,166174049092400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T02:34:50.107Z,166174049010700
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:34:46.673Z,166174048667300
"Turn: 6♣, J♥, 5♥ [8♦]",2022-08-29T02:34:42.204Z,166174048220400
"""DonkeyKing @ j5UIC5xTp0"" calls 0.66",2022-08-29T02:34:41.365Z,166174048136500
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T02:34:38.789Z,166174047878900
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T02:34:35.041Z,166174047504100
"Flop:  [6♣, J♥, 5♥]",2022-08-29T02:34:32.916Z,166174047291600
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T02:34:32.053Z,166174047205300
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T02:34:30.345Z,166174047034500
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:34:27.512Z,166174046751205
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:34:27.512Z,166174046751204
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.00) | #6 ""DonkeyKing @ j5UIC5xTp0"" (281.65)",2022-08-29T02:34:27.512Z,166174046751201
"-- starting hand #266  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:34:27.512Z,166174046751200
"-- ending hand #265 --",2022-08-29T02:34:24.499Z,166174046449902
"""DonkeyKing @ j5UIC5xTp0"" collected 1.00 from pot",2022-08-29T02:34:24.499Z,166174046449901
"Uncalled bet of 0.75 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:34:24.499Z,166174046449900
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:34:23.638Z,166174046363800
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T02:34:22.360Z,166174046236000
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:34:17.898Z,166174045789805
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:34:17.898Z,166174045789804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.50) | #6 ""DonkeyKing @ j5UIC5xTp0"" (281.15)",2022-08-29T02:34:17.898Z,166174045789801
"-- starting hand #265  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:34:17.898Z,166174045789800
"-- ending hand #264 --",2022-08-29T02:34:14.895Z,166174045489502
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T02:34:14.895Z,166174045489501
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:34:14.895Z,166174045489500
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:34:14.011Z,166174045401100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:34:10.891Z,166174045089105
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T02:34:10.891Z,166174045089104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.75) | #6 ""DonkeyKing @ j5UIC5xTp0"" (280.90)",2022-08-29T02:34:10.891Z,166174045089101
"-- starting hand #264  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T02:34:10.891Z,166174045089100
"-- ending hand #263 --",2022-08-29T02:34:07.881Z,166174044788102
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T02:34:07.881Z,166174044788101
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T02:34:07.881Z,166174044788100
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T02:34:06.988Z,166174044698800
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T02:34:04.677Z,166174044467705
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T02:34:04.677Z,166174044467704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (41.50) | #6 ""DonkeyKing @ j5UIC5xTp0"" (281.15)",2022-08-29T02:34:04.677Z,166174044467701
"-- starting hand #263  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T02:34:04.677Z,166174044467700
"-- ending hand #262 --",2022-08-29T02:34:01.676Z,166174044167602
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T02:34:01.676Z,166174044167601
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T02:34:01.676Z,166174044167600
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T02:34:00.842Z,166174044084200
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T02:33:59.481Z,166174043948105
